Timestamp,Engine_Coolant_Temperature,Intake_Manifold_Abs_Pressure,Engine_RPM,Vehicle_Speed,Intake_Air_Temperature,AirFlow_Rate,Throttle_Position,Air_Temperature,Acc_Pedal_Pos_D,Acc_Pedal_Pos_E,breakdown
2017-07-07 07:23:14.619,32.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:14.709,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:14.799,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:14.889,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:14.979,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:15.069,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:15.159,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:15.248,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:15.339,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:15.429,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:15.519,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:15.610,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:15.699,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:15.789,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:15.879,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:15.969,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:16.059,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:16.149,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:16.239,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:16.329,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:16.419,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:16.509,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:16.599,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:16.689,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:16.779,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:16.869,33.0,96.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:16.959,33.0,96.0,0.0,0.0,23.0,0.88,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:17.049,33.0,96.0,0.0,0.0,23.0,0.88,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:17.139,33.0,96.0,0.0,0.0,23.0,0.88,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:17.259,33.0,96.0,0.0,0.0,23.0,0.88,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:17.349,33.0,96.0,0.0,0.0,23.0,0.88,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:17.439,33.0,96.0,0.0,0.0,23.0,0.88,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:17.529,33.0,96.0,0.0,0.0,23.0,0.88,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:17.619,33.0,96.0,193.0,0.0,23.0,0.88,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:17.709,33.0,96.0,193.0,0.0,23.0,0.88,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:17.799,33.0,96.0,193.0,0.0,23.0,0.88,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:17.889,33.0,96.0,193.0,0.0,23.0,14.97,89.0,22.0,14.1,14.5,0
2017-07-07 07:23:17.979,33.0,96.0,193.0,0.0,23.0,14.97,82.7,22.0,14.1,14.5,0
2017-07-07 07:23:18.069,33.0,96.0,193.0,0.0,23.0,14.97,82.7,22.0,14.1,14.5,0
2017-07-07 07:23:18.159,33.0,96.0,193.0,0.0,23.0,14.97,82.7,22.0,14.1,14.5,0
2017-07-07 07:23:18.249,33.0,96.0,193.0,0.0,23.0,14.97,82.7,22.0,14.1,14.5,0
2017-07-07 07:23:18.339,33.0,96.0,193.0,0.0,23.0,14.97,82.7,22.0,14.1,14.5,0
2017-07-07 07:23:18.429,33.0,95.0,193.0,0.0,23.0,14.97,82.7,22.0,14.1,14.5,0
2017-07-07 07:23:18.519,33.0,95.0,959.0,0.0,23.0,14.97,82.7,22.0,14.1,14.5,0
2017-07-07 07:23:18.609,33.0,95.0,959.0,0.0,23.0,14.97,82.7,22.0,14.1,14.5,0
2017-07-07 07:23:18.699,33.0,95.0,959.0,0.0,37.0,14.97,82.7,22.0,14.1,14.5,0
2017-07-07 07:23:18.789,33.0,95.0,959.0,0.0,37.0,9.33,82.7,22.0,14.1,14.5,0
2017-07-07 07:23:18.879,33.0,95.0,959.0,0.0,37.0,9.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:18.969,33.0,95.0,959.0,0.0,37.0,9.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:19.059,33.0,95.0,959.0,0.0,37.0,9.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:19.179,33.0,95.0,959.0,0.0,37.0,9.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:19.269,33.0,95.0,959.0,0.0,37.0,9.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:19.359,33.0,96.0,959.0,0.0,37.0,9.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:19.449,33.0,96.0,873.0,0.0,37.0,9.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:19.539,33.0,96.0,873.0,0.0,37.0,9.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:19.629,33.0,96.0,873.0,0.0,35.0,9.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:19.719,33.0,96.0,873.0,0.0,35.0,8.61,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:19.809,33.0,96.0,873.0,0.0,35.0,8.61,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:19.899,33.0,96.0,873.0,0.0,35.0,8.61,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:19.989,33.0,96.0,873.0,0.0,35.0,8.61,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:20.079,33.0,96.0,873.0,0.0,35.0,8.61,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:20.169,33.0,96.0,873.0,0.0,35.0,8.61,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:20.259,33.0,96.0,873.0,0.0,35.0,8.61,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:20.349,33.0,96.0,853.0,0.0,35.0,8.61,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:20.439,33.0,96.0,853.0,0.0,35.0,8.61,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:20.529,33.0,96.0,853.0,0.0,34.0,8.61,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:20.619,33.0,96.0,853.0,0.0,34.0,8.41,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:20.709,33.0,96.0,853.0,0.0,34.0,8.41,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:20.799,33.0,96.0,853.0,0.0,34.0,8.41,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:20.889,33.0,96.0,853.0,0.0,34.0,8.41,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:20.979,33.0,96.0,853.0,0.0,34.0,8.41,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:21.069,33.0,96.0,853.0,0.0,34.0,8.41,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:21.159,33.0,96.0,853.0,0.0,34.0,8.41,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:21.249,33.0,96.0,828.0,0.0,34.0,8.41,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:21.339,33.0,96.0,828.0,0.0,34.0,8.41,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:21.429,33.0,96.0,828.0,0.0,33.0,8.41,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:21.519,33.0,96.0,828.0,0.0,33.0,8.47,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:21.609,33.0,96.0,828.0,0.0,33.0,8.47,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:21.699,33.0,96.0,828.0,0.0,33.0,8.47,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:21.819,33.0,96.0,828.0,0.0,33.0,8.47,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:21.909,33.0,96.0,828.0,0.0,33.0,8.47,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:22.029,33.0,96.0,828.0,0.0,33.0,8.47,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:22.120,33.0,96.0,828.0,0.0,33.0,8.47,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:22.209,33.0,96.0,808.0,0.0,33.0,8.47,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:22.313,33.0,96.0,808.0,0.0,33.0,8.47,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:22.390,33.0,96.0,808.0,0.0,32.0,8.47,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:22.479,33.0,96.0,808.0,0.0,32.0,8.52,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:22.569,33.0,96.0,808.0,0.0,32.0,8.52,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:22.659,33.0,96.0,808.0,0.0,32.0,8.52,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:22.749,33.0,96.0,808.0,0.0,32.0,8.52,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:22.839,33.0,96.0,808.0,0.0,32.0,8.52,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:22.929,33.0,96.0,808.0,0.0,32.0,8.52,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:23.020,33.0,96.0,808.0,0.0,32.0,8.52,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:23.109,33.0,96.0,920.0,0.0,32.0,8.52,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:23.199,33.0,96.0,920.0,0.0,32.0,8.52,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:23.290,33.0,96.0,920.0,0.0,33.0,8.52,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:23.379,33.0,96.0,920.0,0.0,33.0,9.88,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:23.469,33.0,96.0,920.0,0.0,33.0,9.88,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:23.559,33.0,96.0,920.0,0.0,33.0,9.88,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:23.649,33.0,96.0,920.0,0.0,33.0,9.88,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:23.739,33.0,96.0,920.0,0.0,33.0,9.88,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:23.829,33.0,96.0,920.0,0.0,33.0,9.88,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:23.919,33.0,97.0,920.0,0.0,33.0,9.88,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:24.009,33.0,97.0,930.0,0.0,33.0,9.88,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:24.099,33.0,97.0,930.0,0.0,33.0,9.88,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:24.189,33.0,97.0,930.0,0.0,34.0,9.88,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:24.279,33.0,97.0,930.0,0.0,34.0,10.24,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:24.369,33.0,97.0,930.0,0.0,34.0,10.24,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:24.459,33.0,97.0,930.0,0.0,34.0,10.24,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:24.549,33.0,97.0,930.0,0.0,34.0,10.24,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:24.639,33.0,97.0,930.0,0.0,34.0,10.24,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:24.729,33.0,97.0,930.0,0.0,34.0,10.24,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:24.819,33.0,98.0,930.0,0.0,34.0,10.24,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:24.909,33.0,98.0,942.0,0.0,34.0,10.24,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:24.999,33.0,98.0,942.0,1.0,34.0,10.24,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:25.089,33.0,98.0,942.0,1.0,34.0,10.24,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:25.180,33.0,98.0,942.0,1.0,34.0,10.33,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:25.269,33.0,98.0,942.0,1.0,34.0,10.33,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:25.359,33.0,98.0,942.0,1.0,34.0,10.33,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:25.449,33.0,98.0,942.0,1.0,34.0,10.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:25.539,33.0,98.0,942.0,1.0,34.0,10.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:25.629,33.0,98.0,942.0,1.0,34.0,10.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:25.719,33.0,99.0,942.0,1.0,34.0,10.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:25.809,33.0,99.0,936.0,1.0,34.0,10.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:25.899,33.0,99.0,936.0,2.0,34.0,10.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:25.989,33.0,99.0,936.0,2.0,33.0,10.33,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:26.079,33.0,99.0,936.0,2.0,33.0,10.22,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:26.169,33.0,99.0,936.0,2.0,33.0,10.22,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:26.259,33.0,99.0,936.0,2.0,33.0,10.22,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:26.349,33.0,99.0,936.0,2.0,33.0,10.22,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:26.439,33.0,99.0,936.0,2.0,33.0,10.22,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:26.529,32.0,99.0,936.0,2.0,33.0,10.22,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:26.619,32.0,99.0,936.0,2.0,33.0,10.22,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:26.709,32.0,99.0,1000.0,2.0,33.0,10.22,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:26.799,32.0,99.0,1000.0,3.0,33.0,10.22,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:26.889,32.0,99.0,1000.0,3.0,33.0,10.22,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:26.979,32.0,99.0,1000.0,3.0,33.0,10.38,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:27.069,32.0,99.0,1000.0,3.0,33.0,10.38,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:27.159,32.0,99.0,1000.0,3.0,33.0,10.38,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:27.249,32.0,99.0,1000.0,3.0,33.0,10.38,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:27.339,32.0,99.0,1000.0,3.0,33.0,10.38,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:27.429,32.0,99.0,1000.0,3.0,33.0,10.38,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:27.519,32.0,99.0,1000.0,3.0,33.0,10.38,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:27.609,32.0,99.0,930.0,3.0,33.0,10.38,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:27.699,32.0,99.0,930.0,3.0,33.0,10.38,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:27.789,32.0,99.0,930.0,3.0,33.0,10.38,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:27.879,32.0,99.0,930.0,3.0,33.0,9.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:27.969,32.0,99.0,930.0,3.0,33.0,9.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:28.059,32.0,99.0,930.0,3.0,33.0,9.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:28.149,32.0,99.0,930.0,3.0,33.0,9.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:28.239,32.0,99.0,930.0,3.0,33.0,9.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:28.359,32.0,99.0,930.0,3.0,33.0,9.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:28.449,32.0,99.0,930.0,3.0,33.0,9.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:28.539,32.0,99.0,884.0,3.0,33.0,9.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:28.629,32.0,99.0,884.0,2.0,33.0,9.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:28.719,32.0,99.0,884.0,2.0,32.0,9.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:28.809,32.0,99.0,884.0,2.0,32.0,9.13,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:28.899,32.0,99.0,884.0,2.0,32.0,9.13,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:28.989,32.0,99.0,884.0,2.0,32.0,9.13,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:29.079,32.0,99.0,884.0,2.0,32.0,9.13,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:29.169,32.0,99.0,884.0,2.0,32.0,9.13,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:29.259,32.0,99.0,884.0,2.0,32.0,9.13,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:29.349,32.0,98.0,884.0,2.0,32.0,9.13,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:29.439,32.0,98.0,855.0,2.0,32.0,9.13,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:29.529,32.0,98.0,855.0,2.0,32.0,9.13,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:29.619,32.0,98.0,855.0,2.0,30.0,9.13,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:29.709,32.0,98.0,855.0,2.0,30.0,9.11,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:29.799,32.0,98.0,855.0,2.0,30.0,9.11,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:29.889,32.0,98.0,855.0,2.0,30.0,9.11,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:29.979,32.0,98.0,855.0,2.0,30.0,9.11,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:30.069,32.0,98.0,855.0,2.0,30.0,9.11,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:30.159,32.0,98.0,855.0,2.0,30.0,9.11,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:30.249,32.0,98.0,855.0,2.0,30.0,9.11,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:30.339,32.0,98.0,849.0,2.0,30.0,9.11,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:30.430,32.0,98.0,849.0,1.0,30.0,9.11,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:30.519,32.0,98.0,849.0,1.0,30.0,9.11,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:30.609,32.0,98.0,849.0,1.0,30.0,8.74,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:30.699,32.0,98.0,849.0,1.0,30.0,8.74,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:30.789,32.0,98.0,849.0,1.0,30.0,8.74,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:30.879,32.0,98.0,849.0,1.0,30.0,8.74,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:30.969,32.0,98.0,849.0,1.0,30.0,8.74,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:31.059,32.0,98.0,849.0,1.0,30.0,8.74,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:31.149,32.0,98.0,849.0,1.0,30.0,8.74,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:31.239,32.0,98.0,841.0,1.0,30.0,8.74,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:31.329,32.0,98.0,841.0,1.0,30.0,8.74,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:31.419,32.0,98.0,841.0,1.0,30.0,8.74,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:31.509,32.0,98.0,841.0,1.0,30.0,8.66,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:31.599,32.0,98.0,841.0,1.0,30.0,8.66,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:31.660,32.0,98.0,841.0,1.0,30.0,8.66,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:31.749,32.0,98.0,841.0,1.0,30.0,8.66,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:31.839,32.0,98.0,841.0,1.0,30.0,8.66,83.1,22.0,14.1,14.1,0
2017-07-07 07:23:31.959,32.0,98.0,841.0,1.0,30.0,8.66,83.1,22.0,14.1,14.1,0
2017-07-07 07:23:32.049,32.0,98.0,841.0,1.0,30.0,8.66,83.1,22.0,14.1,14.1,0
2017-07-07 07:23:32.110,32.0,98.0,838.0,1.0,30.0,8.66,83.1,22.0,14.1,14.1,0
2017-07-07 07:23:32.199,32.0,98.0,838.0,0.0,30.0,8.66,83.1,22.0,14.1,14.1,0
2017-07-07 07:23:32.290,32.0,98.0,838.0,0.0,29.0,8.66,83.1,22.0,14.1,14.1,0
2017-07-07 07:23:32.379,32.0,98.0,838.0,0.0,29.0,8.63,83.1,22.0,14.1,14.1,0
2017-07-07 07:23:32.469,32.0,98.0,838.0,0.0,29.0,8.63,83.1,22.0,14.1,14.1,0
2017-07-07 07:23:32.559,32.0,98.0,838.0,0.0,29.0,8.63,83.1,22.0,14.1,14.1,0
2017-07-07 07:23:32.649,32.0,98.0,838.0,0.0,29.0,8.63,83.1,22.0,14.1,14.1,0
2017-07-07 07:23:32.739,32.0,98.0,838.0,0.0,29.0,8.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:32.829,32.0,98.0,838.0,0.0,29.0,8.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:32.919,32.0,98.0,838.0,0.0,29.0,8.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:33.009,32.0,98.0,835.0,0.0,29.0,8.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:33.099,32.0,98.0,835.0,0.0,29.0,8.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:33.160,32.0,98.0,835.0,0.0,29.0,8.63,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:33.249,32.0,98.0,835.0,0.0,29.0,8.86,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:33.340,32.0,98.0,835.0,0.0,29.0,8.86,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:33.429,32.0,98.0,835.0,0.0,29.0,8.86,83.1,22.0,14.1,14.5,0
2017-07-07 07:23:33.519,32.0,98.0,835.0,0.0,29.0,8.86,83.1,22.0,14.5,14.5,0
2017-07-07 07:23:33.609,32.0,98.0,835.0,0.0,29.0,8.86,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:33.699,31.0,98.0,835.0,0.0,29.0,8.86,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:33.789,31.0,98.0,835.0,0.0,29.0,8.86,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:33.879,31.0,98.0,935.0,0.0,29.0,8.86,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:33.969,31.0,98.0,935.0,0.0,29.0,8.86,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:34.059,31.0,98.0,935.0,0.0,30.0,8.86,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:34.150,31.0,98.0,935.0,0.0,30.0,9.99,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:34.239,31.0,98.0,935.0,0.0,30.0,9.99,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:34.329,31.0,98.0,935.0,0.0,30.0,9.99,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:34.420,31.0,98.0,935.0,0.0,30.0,9.99,83.1,22.0,14.5,14.1,0
2017-07-07 07:23:34.509,31.0,98.0,935.0,0.0,30.0,9.99,83.1,22.0,14.5,14.1,0
